,bin_start,bin_end,bin_accuracy,avg_confidence,bin_count,run_id,parent_run_id,experiment_run_id,experiment_id,corpus,start_time,strategy,type
3,0.3,0.4,0.4066666666666667,0.3630515481034914,300.0,e0bc9d5b9b354d798d32fb4ca12cbcb4,005dd0826ab442348549fd167c95f908,c66626ff404f455ba748f5290e5276c3,99,data/processed_data/aurc,2024-08-12 18:15:31.168000+00:00,tag-flip-historical,ece
4,0.4,0.5,0.4134275618374558,0.4536464344205508,849.0,e0bc9d5b9b354d798d32fb4ca12cbcb4,005dd0826ab442348549fd167c95f908,c66626ff404f455ba748f5290e5276c3,99,data/processed_data/aurc,2024-08-12 18:15:31.168000+00:00,tag-flip-historical,ece
5,0.5,0.6000000000000001,0.4482758620689655,0.5514406195677777,1102.0,e0bc9d5b9b354d798d32fb4ca12cbcb4,005dd0826ab442348549fd167c95f908,c66626ff404f455ba748f5290e5276c3,99,data/processed_data/aurc,2024-08-12 18:15:31.168000+00:00,tag-flip-historical,ece
6,0.6000000000000001,0.7000000000000001,0.4822266934942991,0.6536752963769684,1491.0,e0bc9d5b9b354d798d32fb4ca12cbcb4,005dd0826ab442348549fd167c95f908,c66626ff404f455ba748f5290e5276c3,99,data/processed_data/aurc,2024-08-12 18:15:31.168000+00:00,tag-flip-historical,ece
7,0.7000000000000001,0.8,0.5188309731846942,0.7607030992803893,3319.0,e0bc9d5b9b354d798d32fb4ca12cbcb4,005dd0826ab442348549fd167c95f908,c66626ff404f455ba748f5290e5276c3,99,data/processed_data/aurc,2024-08-12 18:15:31.168000+00:00,tag-flip-historical,ece
8,0.8,0.9,0.8005354752342704,0.8362909147943433,29133.0,e0bc9d5b9b354d798d32fb4ca12cbcb4,005dd0826ab442348549fd167c95f908,c66626ff404f455ba748f5290e5276c3,99,data/processed_data/aurc,2024-08-12 18:15:31.168000+00:00,tag-flip-historical,ece
9,0.9,1.0,0.0,0.0,0.0,e0bc9d5b9b354d798d32fb4ca12cbcb4,005dd0826ab442348549fd167c95f908,c66626ff404f455ba748f5290e5276c3,99,data/processed_data/aurc,2024-08-12 18:15:31.168000+00:00,tag-flip-historical,ece
0,0.0,0.1,0.0,0.0,0.0,ee0b0d2707674cbe8b9eaab5cb7b4591,498c554786c946efad160871fa3a209b,6e0b8576e3fd43458c75a97dbc8d223a,18,data/processed_data/aurc,2024-08-07 19:08:39.469000+00:00,round-robin-highest-confidence,ece
1,0.1,0.2,0.0,0.0,0.0,ee0b0d2707674cbe8b9eaab5cb7b4591,498c554786c946efad160871fa3a209b,6e0b8576e3fd43458c75a97dbc8d223a,18,data/processed_data/aurc,2024-08-07 19:08:39.469000+00:00,round-robin-highest-confidence,ece
2,0.2,0.3,0.3846153846153846,0.2755582275298925,39.0,ee0b0d2707674cbe8b9eaab5cb7b4591,498c554786c946efad160871fa3a209b,6e0b8576e3fd43458c75a97dbc8d223a,18,data/processed_data/aurc,2024-08-07 19:08:39.469000+00:00,round-robin-highest-confidence,ece
3,0.3,0.4,0.3024691358024691,0.3648372083411785,486.0,ee0b0d2707674cbe8b9eaab5cb7b4591,498c554786c946efad160871fa3a209b,6e0b8576e3fd43458c75a97dbc8d223a,18,data/processed_data/aurc,2024-08-07 19:08:39.469000+00:00,round-robin-highest-confidence,ece
4,0.4,0.5,0.390139335476956,0.4508432435133321,933.0,ee0b0d2707674cbe8b9eaab5cb7b4591,498c554786c946efad160871fa3a209b,6e0b8576e3fd43458c75a97dbc8d223a,18,data/processed_data/aurc,2024-08-07 19:08:39.469000+00:00,round-robin-highest-confidence,ece
5,0.5,0.6000000000000001,0.4277108433734939,0.5508333716458175,1162.0,ee0b0d2707674cbe8b9eaab5cb7b4591,498c554786c946efad160871fa3a209b,6e0b8576e3fd43458c75a97dbc8d223a,18,data/processed_data/aurc,2024-08-07 19:08:39.469000+00:00,round-robin-highest-confidence,ece
6,0.6000000000000001,0.7000000000000001,0.4089162182936203,0.653393157072749,1301.0,ee0b0d2707674cbe8b9eaab5cb7b4591,498c554786c946efad160871fa3a209b,6e0b8576e3fd43458c75a97dbc8d223a,18,data/processed_data/aurc,2024-08-07 19:08:39.469000+00:00,round-robin-highest-confidence,ece
7,0.7000000000000001,0.8,0.4916475597772682,0.7605603443299439,3053.0,ee0b0d2707674cbe8b9eaab5cb7b4591,498c554786c946efad160871fa3a209b,6e0b8576e3fd43458c75a97dbc8d223a,18,data/processed_data/aurc,2024-08-07 19:08:39.469000+00:00,round-robin-highest-confidence,ece
8,0.8,0.9,0.8014846743295019,0.8369118753855321,29232.0,ee0b0d2707674cbe8b9eaab5cb7b4591,498c554786c946efad160871fa3a209b,6e0b8576e3fd43458c75a97dbc8d223a,18,data/processed_data/aurc,2024-08-07 19:08:39.469000+00:00,round-robin-highest-confidence,ece
9,0.9,1.0,0.0,0.0,0.0,ee0b0d2707674cbe8b9eaab5cb7b4591,498c554786c946efad160871fa3a209b,6e0b8576e3fd43458c75a97dbc8d223a,18,data/processed_data/aurc,2024-08-07 19:08:39.469000+00:00,round-robin-highest-confidence,ece
0,0.0,0.1,0.0,0.0,0.0,2dca67f205de4c918efdd28485a37215,4457fe1e6f2944d2b6f62b655a313f4c,1260196a66414df9b58f638a0171b43b,50,data/processed_data/aurc,2024-08-03 01:20:14.547000+00:00,diversity,ece
1,0.1,0.2,0.0,0.0,0.0,2dca67f205de4c918efdd28485a37215,4457fe1e6f2944d2b6f62b655a313f4c,1260196a66414df9b58f638a0171b43b,50,data/processed_data/aurc,2024-08-03 01:20:14.547000+00:00,diversity,ece
2,0.2,0.3,0.2368421052631578,0.2780924086507998,38.0,2dca67f205de4c918efdd28485a37215,4457fe1e6f2944d2b6f62b655a313f4c,1260196a66414df9b58f638a0171b43b,50,data/processed_data/aurc,2024-08-03 01:20:14.547000+00:00,diversity,ece
3,0.3,0.4,0.3109756097560975,0.3636545420783322,492.0,2dca67f205de4c918efdd28485a37215,4457fe1e6f2944d2b6f62b655a313f4c,1260196a66414df9b58f638a0171b43b,50,data/processed_data/aurc,2024-08-03 01:20:14.547000+00:00,diversity,ece
4,0.4,0.5,0.4149732620320855,0.4522373410469708,935.0,2dca67f205de4c918efdd28485a37215,4457fe1e6f2944d2b6f62b655a313f4c,1260196a66414df9b58f638a0171b43b,50,data/processed_data/aurc,2024-08-03 01:20:14.547000+00:00,diversity,ece
5,0.5,0.6000000000000001,0.3878902554399243,0.552066587905559,1057.0,2dca67f205de4c918efdd28485a37215,4457fe1e6f2944d2b6f62b655a313f4c,1260196a66414df9b58f638a0171b43b,50,data/processed_data/aurc,2024-08-03 01:20:14.547000+00:00,diversity,ece
