,Label,Error,run_id,parent_run_id,experiment_run_id,experiment_id,corpus,start_time,strategy,type
7,OTH,0.5302904564315353,6b89de79c7c243db8da3851bc16bf381,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 07:21:06.395000+00:00,fluctuation-historical-sequence,error_per_label
8,OTHderiv,0.4821428571428571,6b89de79c7c243db8da3851bc16bf381,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 07:21:06.395000+00:00,fluctuation-historical-sequence,error_per_label
9,OTHpart,0.6161616161616161,6b89de79c7c243db8da3851bc16bf381,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 07:21:06.395000+00:00,fluctuation-historical-sequence,error_per_label
10,PER,0.1442227763923524,6b89de79c7c243db8da3851bc16bf381,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 07:21:06.395000+00:00,fluctuation-historical-sequence,error_per_label
11,PERderiv,1.0,6b89de79c7c243db8da3851bc16bf381,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 07:21:06.395000+00:00,fluctuation-historical-sequence,error_per_label
12,PERpart,0.7786885245901639,6b89de79c7c243db8da3851bc16bf381,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 07:21:06.395000+00:00,fluctuation-historical-sequence,error_per_label
0,LOC,0.2218700475435816,3317af24885e404e8dd14826ec97084c,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 13:57:24.487000+00:00,representative-diversity,error_per_label
1,LOCderiv,0.1547749725576289,3317af24885e404e8dd14826ec97084c,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 13:57:24.487000+00:00,representative-diversity,error_per_label
2,LOCpart,0.52,3317af24885e404e8dd14826ec97084c,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 13:57:24.487000+00:00,representative-diversity,error_per_label
3,O,0.0095474339893059,3317af24885e404e8dd14826ec97084c,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 13:57:24.487000+00:00,representative-diversity,error_per_label
4,ORG,0.3415892672858617,3317af24885e404e8dd14826ec97084c,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 13:57:24.487000+00:00,representative-diversity,error_per_label
5,ORGderiv,0.8666666666666667,3317af24885e404e8dd14826ec97084c,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 13:57:24.487000+00:00,representative-diversity,error_per_label
6,ORGpart,0.2725752508361204,3317af24885e404e8dd14826ec97084c,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 13:57:24.487000+00:00,representative-diversity,error_per_label
7,OTH,0.5809128630705395,3317af24885e404e8dd14826ec97084c,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 13:57:24.487000+00:00,representative-diversity,error_per_label
8,OTHderiv,0.6964285714285714,3317af24885e404e8dd14826ec97084c,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 13:57:24.487000+00:00,representative-diversity,error_per_label
9,OTHpart,0.5656565656565656,3317af24885e404e8dd14826ec97084c,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 13:57:24.487000+00:00,representative-diversity,error_per_label
10,PER,0.1504571903574397,3317af24885e404e8dd14826ec97084c,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 13:57:24.487000+00:00,representative-diversity,error_per_label
11,PERderiv,1.0,3317af24885e404e8dd14826ec97084c,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 13:57:24.487000+00:00,representative-diversity,error_per_label
12,PERpart,0.8442622950819673,3317af24885e404e8dd14826ec97084c,14976709617d4f729ffda19450900a27,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-06 13:57:24.487000+00:00,representative-diversity,error_per_label
0,LOC,0.2507923930269413,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,error_per_label
1,LOCderiv,0.1690450054884742,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,error_per_label
2,LOCpart,0.5753846153846154,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,error_per_label
3,O,0.0090843944655752,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,error_per_label
4,ORG,0.3080495356037152,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,error_per_label
5,ORGderiv,0.8666666666666667,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,error_per_label
6,ORGpart,0.3010033444816054,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,error_per_label
7,OTH,0.537759336099585,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,error_per_label
8,OTHderiv,0.8392857142857143,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,error_per_label
9,OTHpart,0.6262626262626263,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,error_per_label
10,PER,0.1637572734829592,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,error_per_label
11,PERderiv,0.5,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,error_per_label
12,PERpart,0.7786885245901639,2e342faf12744aa1a0e9ed0355939c22,e6d4abe3a182449c838a5c45bb390c43,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-06 10:20:09.189000+00:00,diversity,error_per_label
0,LOC,0.2115689381933439,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,error_per_label
1,LOCderiv,0.1262349066959385,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,error_per_label
2,LOCpart,0.5107692307692308,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,error_per_label
3,O,0.0094812854859158,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,error_per_label
4,ORG,0.3121775025799793,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,error_per_label
5,ORGderiv,1.0,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,error_per_label
6,ORGpart,0.3227424749163879,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,error_per_label
7,OTH,0.5443983402489626,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,error_per_label
8,OTHderiv,0.6071428571428571,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,error_per_label
9,OTHpart,0.5656565656565656,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,error_per_label
10,PER,0.142975893599335,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,error_per_label
11,PERderiv,1.0,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,error_per_label
12,PERpart,0.7950819672131147,437f530cb66741b6b7c959825b3a1165,37601715a8684385a903638703d420b4,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-07 06:27:02.093000+00:00,tag-flip-historical,error_per_label
0,LOC,0.2579239302694136,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,error_per_label
1,LOCderiv,0.1295279912184412,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,error_per_label
2,LOCpart,0.4923076923076923,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,error_per_label
3,O,0.0072763353729121,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,error_per_label
4,ORG,0.3560371517027864,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,error_per_label
5,ORGderiv,1.0,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,error_per_label
6,ORGpart,0.2775919732441471,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,error_per_label
7,OTH,0.546058091286307,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,error_per_label
8,OTHderiv,0.4107142857142857,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,error_per_label
9,OTHpart,0.5252525252525253,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,error_per_label
10,PER,0.1895261845386533,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,error_per_label
11,PERderiv,1.0,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,error_per_label
12,PERpart,0.6065573770491803,495a40e158814498a1d99f8963657279,990d3bd1aafb4037bd47d06fc497323c,18f71cd8c0ce4dfcb2132375a2c3a443,30,data/processed_data/germeval_14,2024-07-21 06:58:12.994000+00:00,max-tag-count,error_per_label
0,LOC,0.2361331220285261,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,error_per_label
1,LOCderiv,0.1427003293084522,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,error_per_label
2,LOCpart,0.4338461538461538,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,error_per_label
3,O,0.0095033349870459,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,error_per_label
4,ORG,0.3622291021671827,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,error_per_label
5,ORGderiv,1.0,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,error_per_label
6,ORGpart,0.2842809364548495,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,error_per_label
7,OTH,0.5178423236514523,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,error_per_label
8,OTHderiv,0.4821428571428571,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,error_per_label
9,OTHpart,0.4646464646464646,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,error_per_label
10,PER,0.1350789692435577,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,error_per_label
11,PERderiv,1.0,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,error_per_label
12,PERpart,0.6967213114754098,98a164c1b4af496d9c0ff3337d4e4c08,2d739e0bfdf04de6bd960b9314422568,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-07 01:24:01.899000+00:00,sequential-representation-least-confidence,error_per_label
0,LOC,0.2297939778129952,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,error_per_label
1,LOCderiv,0.1262349066959385,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,error_per_label
2,LOCpart,0.4676923076923077,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,error_per_label
3,O,0.0097789537511713,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,error_per_label
4,ORG,0.2760577915376677,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,error_per_label
5,ORGderiv,1.0,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,error_per_label
6,ORGpart,0.2892976588628762,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,error_per_label
7,OTH,0.5651452282157676,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,error_per_label
8,OTHderiv,0.5178571428571429,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,error_per_label
9,OTHpart,0.6565656565656566,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,error_per_label
10,PER,0.1537822111388196,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,error_per_label
11,PERderiv,1.0,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,error_per_label
12,PERpart,0.8278688524590164,d369225102e04f589ce7977517572430,a13060dc33a04d81bd5ab187b3594a0e,dbed03e3fce542fd93f7ad1e3cf20a37,27,data/processed_data/germeval_14,2024-07-29 03:14:04.979000+00:00,fluctuation-historical-sequence,error_per_label
0,LOC,0.2416798732171156,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,error_per_label
1,LOCderiv,0.119648737650933,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,error_per_label
2,LOCpart,0.5138461538461538,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,error_per_label
3,O,0.0097789537511713,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,error_per_label
4,ORG,0.3286893704850361,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,error_per_label
5,ORGderiv,1.0,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,error_per_label
6,ORGpart,0.2123745819397993,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,error_per_label
7,OTH,0.5593360995850623,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,error_per_label
8,OTHderiv,0.4642857142857143,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,error_per_label
9,OTHpart,0.5454545454545454,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,error_per_label
10,PER,0.1417290108063175,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,error_per_label
11,PERderiv,1.0,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,error_per_label
12,PERpart,0.8114754098360656,09170f74fac5404884174c628a6be911,0095570228ca48b59961d39c486fdf7a,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-04 19:00:16.125000+00:00,round-robin-highest-confidence,error_per_label
0,LOC,0.2432646592709984,e8bd54614382474eabda5342c6aebc1d,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 08:29:37.032000+00:00,k-means-cluster-based-bert-km,error_per_label
1,LOCderiv,0.1679473106476399,e8bd54614382474eabda5342c6aebc1d,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 08:29:37.032000+00:00,k-means-cluster-based-bert-km,error_per_label
2,LOCpart,0.5169230769230769,e8bd54614382474eabda5342c6aebc1d,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 08:29:37.032000+00:00,k-means-cluster-based-bert-km,error_per_label
3,O,0.0107270822997629,e8bd54614382474eabda5342c6aebc1d,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 08:29:37.032000+00:00,k-means-cluster-based-bert-km,error_per_label
4,ORG,0.369969040247678,e8bd54614382474eabda5342c6aebc1d,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 08:29:37.032000+00:00,k-means-cluster-based-bert-km,error_per_label
5,ORGderiv,1.0,e8bd54614382474eabda5342c6aebc1d,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 08:29:37.032000+00:00,k-means-cluster-based-bert-km,error_per_label
6,ORGpart,0.2391304347826087,e8bd54614382474eabda5342c6aebc1d,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 08:29:37.032000+00:00,k-means-cluster-based-bert-km,error_per_label
7,OTH,0.5568464730290457,e8bd54614382474eabda5342c6aebc1d,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 08:29:37.032000+00:00,k-means-cluster-based-bert-km,error_per_label
8,OTHderiv,0.5892857142857143,e8bd54614382474eabda5342c6aebc1d,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 08:29:37.032000+00:00,k-means-cluster-based-bert-km,error_per_label
9,OTHpart,0.5757575757575758,e8bd54614382474eabda5342c6aebc1d,a655c114a6ca4493abe327c7619c2c0f,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-06 08:29:37.032000+00:00,k-means-cluster-based-bert-km,error_per_label
